vl_launch_value	nu_installments	dt_reference	day_reference	month_reference	year_reference	tp_installment	id_allocation	id_classification	id_subclassification
continuous	discrete	time	continuous	continuous	continuous	discrete	discrete	discrete	continuous
									
329.5	1	2017-02-05	5.0	2.0	2017.0	2	8	25	102.0
700.0	1	2017-07-02	2.0	7.0	2017.0	2	8	16	48.0
7500.0	1	2017-07-02	2.0	7.0	2017.0	2	8	28	117.0
700.0	1	2017-07-02	2.0	7.0	2017.0	2	8	16	48.0
979.22	1	2017-07-02	2.0	7.0	2017.0	2	8	20	90.0
700.0	1	2017-07-02	2.0	7.0	2017.0	2	8	16	48.0
22.5	1	2017-07-02	2.0	7.0	2017.0	2	8	26	111.0
615.0	1	2017-07-02	2.0	7.0	2017.0	2	8	20	79.0
700.0	1	2017-07-02	2.0	7.0	2017.0	2	8	16	48.0
84.0	1	2017-07-02	2.0	7.0	2017.0	2	10	20	80.0
28.0	1	2017-07-02	2.0	7.0	2017.0	2	8	20	80.0
2597.98	1	2018-01-17	17.0	1.0	2018.0	2	8	250	361.0
1250.0	1	2017-07-02	2.0	7.0	2017.0	2	8	28	117.0
38.0	1	2017-07-02	2.0	7.0	2017.0	2	8	20	80.0
1250.0	1	2017-07-02	2.0	7.0	2017.0	2	8	28	117.0
622.52	1	2017-07-02	2.0	7.0	2017.0	2	8	16	46.0
1277.04	1	2017-07-02	2.0	7.0	2017.0	2	9	16	46.0
700.0	1	2017-07-02	2.0	7.0	2017.0	2	8	16	48.0
3740.0	1	2017-07-02	2.0	7.0	2017.0	2	8	16	35.0
3043.0	1	2017-07-02	2.0	7.0	2017.0	2	8	16	36.0
700.0	1	2017-07-02	2.0	7.0	2017.0	2	8	16	48.0
3338.97	1	2018-01-17	17.0	1.0	2018.0	2	8	26	354.0
270.0	1	2017-07-02	2.0	7.0	2017.0	2	10	20	77.0
68.0	1	2017-07-02	2.0	7.0	2017.0	2	8	26	111.0
1250.0	1	2018-01-16	16.0	1.0	2018.0	2	8	28	117.0
637.33	1	2018-01-16	16.0	1.0	2018.0	2	8	25	108.0
850.0	1	2018-01-16	16.0	1.0	2018.0	2	8	16	48.0
60.0	1	2017-07-02	2.0	7.0	2017.0	2	8	20	69.0
49.83	1	2017-07-02	2.0	7.0	2017.0	2	8	20	81.0
69.0	1	2018-01-16	16.0	1.0	2018.0	2	8	26	111.0
28.0	1	2017-07-02	2.0	7.0	2017.0	2	10	20	80.0
928.74	1	2017-07-02	2.0	7.0	2017.0	2	10	20	80.0
2380.3	1	2017-07-02	2.0	7.0	2017.0	2	8	25	109.0
21700.0	1	2018-01-16	16.0	1.0	2018.0	2	8	28	117.0
718.28	1	2017-07-02	2.0	7.0	2017.0	2	8	25	108.0
1139.0	1	2017-07-02	2.0	7.0	2017.0	2	9	16	36.0
15.0	1	2018-01-16	16.0	1.0	2018.0	2	8	26	111.0
3.54	1	2017-07-02	2.0	7.0	2017.0	2	8	30	125.0
28.0	1	2017-07-02	2.0	7.0	2017.0	2	10	20	80.0
169.1	1	2017-07-02	2.0	7.0	2017.0	2	8	20	62.0
